,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
6194,Curly Dub,Scratch Walking,Lee Perry & The Upsetters,2006-12-12,216653,30,0.704,0.00188,0.704,0.0717,0.0929,0.117,-21.232,0.273,143.161,4
6195,Rockers Almighty Dub,Horace Andy Deluxe Edition,Horace Andy,2010-05-26,223840,29,0.733,0.0989,0.733,0.407,0.0808,0.186,-13.773,0.128,147.979,4
6196,Cocaine,Trojan Dub Collection,Various Artists,2009-02-23,230920,0,0.771,0.0118,0.771,0.545,0.857,0.144,-8.649,0.0584,144.427,4
6197,Free Heart,Sub Signals Volume 1,Various Artists,2006-10-30,260226,0,0.762,0.000177,0.762,0.473,0.904,0.127,-13.683,0.402,150.021,4
6198,Country Gal Dub,Dangerous Dub,King Tubby,1996-12-11,204973,0,0.88,0.0026,0.88,0.325,0.863,0.098,-9.078,0.0722,139.795,4
6199,Storming The Death Star,Trojan Dub Collection,Various Artists,2009-02-23,187600,0,0.771,0.0807,0.771,0.348,0.702,0.0945,-8.766,0.16,143.817,4
6200,Love Of Jah Jah Children,Trojan Dub Collection,Various Artists,2009-02-23,151560,0,0.755,0.349,0.755,0.55,0.866,0.0924,-7.675,0.25,78.578,4
6201,Fast Forward Into Dub,The Inspirational Sounds Of Mad Professor,Mad Professor,1999,310306,35,0.911,0.000471,0.911,0.555,0.0571,0.0871,-9.892,0.0518,114.639,4
6202,Soldier And Police War,Island Records Reggae Box Set - War Ina Babylon,Various Artists,2009-01-01,248573,0,0.907,0.0482,0.907,0.556,0.0,0.276,-11.332,0.132,127.51,4
6203,The Son Of Darth Vader,Trojan Dub Collection,Various Artists,2009-02-23,187093,0,0.508,0.00635,0.508,0.453,0.275,0.0566,-9.137,0.21,180.412,3
6204,Dub Dat,Trojan Dub Collection,Various Artists,2009-02-23,202040,0,0.909,0.00198,0.909,0.512,0.654,0.0663,-7.948,0.174,133.98,4
6205,Public Eyes,Trojan Dub Collection,Various Artists,2009-02-23,176600,0,0.8,0.0456,0.8,0.646,0.859,0.0458,-7.86,0.0552,131.71,4
6206,Bomber Jacket,The Frontline,East Park Reggae Collective,2009-04-28,214706,30,0.716,0.019,0.716,0.694,0.00381,0.089,-7.475,0.118,78.175,4
6207,Bird In Hand,Scratch Walking,Lee Perry & The Upsetters,2006-12-12,202746,27,0.81,0.631,0.81,0.481,0.0182,0.145,-13.236,0.375,155.44,4
6208,African Dub,Satta Dub,The Abyssinians,1998,132026,29,0.804,0.00474,0.804,0.21,0.0156,0.0706,-18.514,0.0479,130.497,4
6209,Asylum Of Dub,The Inspirational Sounds Of Mad Professor,Mad Professor,1999,237573,29,0.727,0.00559,0.727,0.397,0.64,0.243,-10.829,0.0373,136.423,4
6210,A Little Rain Must Fall,Rocking With The Love Grocer,Love Grocer,2002-05-01,279226,30,0.698,0.0125,0.698,0.664,0.779,0.0754,-11.848,0.0287,139.996,4
6211,Return Of Django,Uptown Top Ranking,Various Artists,2006,149520,0,0.752,0.12,0.752,0.595,0.846,0.128,-9.306,0.04,76.998,4
6212,Dub Voyage,Dub Voyage,Twilight Circus Dub Sound System,2000,208626,0,0.654,0.0177,0.654,0.844,0.637,0.192,-6.689,0.229,133.657,4
6213,Karma Police,Radiodread,Easy Star All-Stars,2006-08-22,288080,41,0.681,0.314,0.681,0.562,3.85e-05,0.147,-7.303,0.03,144.509,4
6214,King Tubby's Conversation - Dub,Trojan Dub Collection,Various Artists,2009-02-23,189466,0,0.777,0.0642,0.777,0.604,0.825,0.0536,-9.324,0.0587,137.381,4
6215,Conspiracy On Neptune,Destroys The Invaders,Prince Jammy,2007,259519,0,0.794,0.00145,0.794,0.401,0.825,0.0716,-12.498,0.12,149.435,4
6216,Congoman,Heart Of The Congos,The Congos,1977,398693,0,0.629,0.178,0.629,0.876,0.314,0.114,-6.899,0.0373,97.783,4
6217,Back To Africa,Aswad,Aswad,1976,333666,40,0.755,0.0546,0.755,0.25,0.000321,0.0708,-16.225,0.318,127.241,4
6218,It Noh Funny,Forces Of Victory,Linton Kwesi Johnson,1979-01-01,223600,0,0.737,0.000449,0.737,0.435,0.000447,0.0326,-15.229,0.163,135.984,4
6219,Book Of Rules,Night Food,The Heptones,1976-01-01,211466,0,0.785,0.275,0.785,0.531,0.155,0.131,-14.137,0.0548,142.492,4
6220,Pick A Dub,Pick A Dub,Keith Hudson,2005,160266,0,0.702,0.295,0.702,0.55,0.873,0.579,-9.739,0.0365,139.18,4
6221,Slicer Dub Plate,Dub Plates Vol. 3,Twilight Circus Dub Sound System,1998-03-14,278946,0,0.634,0.021,0.634,0.824,0.849,0.35,-5.918,0.0686,133.541,4
6222,Sproing-A-Dub,Beat Beat Beat,Burning Babylon,2008,214026,27,0.763,0.0192,0.763,0.837,0.811,0.247,-11.823,0.0585,159.952,4
6223,I Love Marijuana,Reggae Chartbusters Vol. 6,Various Artists,2009-08-10,204226,0,0.903,0.0026,0.903,0.617,0.00103,0.0791,-7.277,0.0645,124.167,4
6224,Never Get Burn - 2002 Digital Remastered,Countrymen,The Twinkle Brothers,2002-01-01,211293,36,0.938,0.452,0.938,0.815,0.00418,0.346,-7.747,0.138,124.325,4
6225,Freedom - Dub,Trojan Dub Collection,Various Artists,2009-02-23,219933,0,0.691,0.082,0.691,0.761,0.84,0.376,-9.265,0.0353,125.257,4
6226,Saturday Night Style - Dub / Instrumental Reggae Music,African Anthem Deluxe: The Mikey Dread Show Dubwise,Mikey Dread,2004-01-01,293346,35,0.73,0.249,0.73,0.847,0.143,0.9,-7.454,0.0528,123.878,4
6227,Miss Know It All,Trojan Dub Collection,Various Artists,2009-02-23,202200,0,0.694,0.00459,0.694,0.414,0.594,0.052,-6.596,0.0384,81.176,4
6228,Replay,Sub Signals Volume 1,Various Artists,2006-10-30,382960,0,0.77,0.0959,0.77,0.479,0.641,0.13,-8.923,0.13,75.024,4
6229,White Rice Dub,Dub Massive Vol. 1,Various Artists,2006-08-24,179266,33,0.761,0.0408,0.761,0.662,0.858,0.0872,-10.303,0.112,137.332,4
6230,Betrayers Call,"African Roots, Act 1",Wackies,2003-06-01,182360,0,0.608,0.175,0.608,0.538,0.904,0.108,-11.874,0.0469,155.562,4
6231,Draw Your Brakes,The Harder They Come (Remastered),Jimmy Cliff,1972-01-01,175906,0,0.82,0.00257,0.82,0.429,0.0,0.179,-11.155,0.156,82.083,4
6232,Marijuana In My Brain,16 Spliff: Reggae Compilation,Various Artists,2006-08-18,189786,0,0.768,0.0669,0.768,0.721,0.0,0.268,-6.857,0.22,131.229,4
6233,Wisdom,Reggae Greats,Various Artists,1984-01-01,214200,0,0.678,0.0291,0.678,0.537,0.0,0.235,-13.38,0.309,72.417,4
6234,Melodica Way,Heartical & BDF Fade Away Showcase,Various Artists,2008-02-15,222213,0,0.559,7.42e-05,0.559,0.703,0.777,0.0859,-4.849,0.0321,160.887,4
6235,Be Strong,Plush Allstars Vol. 1,Various Artists,2002,220357,26,0.652,0.188,0.652,0.522,0.0,0.776,-11.308,0.26,85.414,4
6236,Since I Threw The Comb Away - 2002 Digital Remastered,Countrymen,The Twinkle Brothers,2002-01-01,177666,34,0.781,0.0216,0.781,0.55,2.31e-05,0.061,-9.923,0.158,121.44,4
6237,Dub Stew,Jamaica Super Dub Session,Wackies,2002-10-01,224026,0,0.811,0.00233,0.811,0.559,0.9,0.0509,-10.021,0.0393,134.185,4
6238,Sponji Reggae,Reggae Greats,Black Uhuru,1998-01-01,269600,29,0.784,0.129,0.784,0.51,0.000331,0.034,-10.942,0.0731,74.567,4
6239,Message From The King - 2000 Digital Remaster,Message From The King,Prince Far I,2000-01-01,212093,33,0.708,0.259,0.708,0.571,0.0,0.25,-10.532,0.214,133.064,4
6240,Dub To Africa,Dub To Africa,Prince Far I,1995-01-01,199973,0,0.755,1.7e-05,0.755,0.439,0.699,0.254,-11.276,0.0448,129.815,4
6241,Burial Dub,Dub Massive Vol. 1,Various Artists,2006-08-24,256479,29,0.748,0.0682,0.748,0.563,0.821,0.36,-12.31,0.0846,122.788,4
6242,Roots Of Africa Dub,Reggae Rasta Dub,Sly & Robbie Meet King Tubby,1982,213640,26,0.864,0.0063,0.864,0.253,0.862,0.127,-19.09,0.0583,124.92,4
6243,Murder,Dub Plates From The Elephanthouse Vol. 1,G. Corp,2010-01-01,332434,26,0.869,0.00251,0.869,0.531,0.883,0.0981,-9.605,0.042,135.651,4
6244,The 'Erb,Nothing To Proove,Overproof Soundsystem,2004,249939,26,0.933,0.00342,0.933,0.792,1.25e-06,0.67,-7.913,0.0842,139.745,4
6245,Batta Batta,George Phang: Power House Selector's Choice Vol. 4,Various Artists,2009-03-30,200293,26,0.875,0.0866,0.875,0.777,0.091,0.206,-5.379,0.043,95.242,4
6246,Midnight Sun - Prince Fatty Dub,Shapes 10:02,Various Artists,2010-12-06,247640,0,0.65,0.0459,0.65,0.762,0.599,0.31,-5.88,0.0975,82.87,4
6247,Mother Dubber,Bass Température,High Tone,2001-02-01,315586,0,0.589,0.00427,0.589,0.638,0.839,0.0934,-8.87,0.0468,82.071,4
6248,Hurry On Now - Boub Remix,Shapes 10:02,Various Artists,2010-12-06,268186,0,0.791,0.0892,0.791,0.536,0.145,0.102,-9.336,0.0612,166.679,4
6249,Let them Shine,Indubstria,B.R. Stylers,2009,189160,25,0.707,6.97e-05,0.707,0.769,0.668,0.37,-8.658,0.0614,144.011,4
6250,The Raft,Dr. Boondigga & The Big BW,Fat Freddy's Drop,2009-08-11,431293,0,0.668,0.0139,0.668,0.534,0.369,0.328,-8.267,0.0371,139.429,4
6251,Dub On Fire,The African Brothers Meet King Tubby In Dub,King Tubby,2005-08-23,149373,0,0.576,0.0403,0.576,0.747,0.852,0.209,-6.444,0.0503,80.975,4
6252,World a Music,Dancehall: The Rise of Jamaican Dancehall Culture,Various Artists,2008-11-09,336213,0,0.876,0.015,0.876,0.455,0.00972,0.048,-9.331,0.135,74.111,4
6253,Only Woman D.J. With Degree,One Two,Sister Nancy,2002-03-15,209293,0,0.746,0.123,0.746,0.553,0.0,0.218,-8.597,0.363,76.451,4
6254,Brain Damage (Adrian Sherwood and Jazzwad Remix),Dubber Side of the Moon,Easy Star All-Stars,2010-10-26,270133,27,0.721,0.0294,0.721,0.744,0.0902,0.0782,-5.377,0.0796,124.043,4
6255,Tapper Zukie In Dub,In Dub,Tappa Zukie,2008-03-08,190333,0,0.74,0.102,0.74,0.774,0.781,0.511,-11.259,0.106,127.852,4
6256,Cry Tuff + The Originals,Dub To Africa,Prince Far I,1995-01-01,202866,0,0.76,2.15e-05,0.76,0.496,0.675,0.391,-12.023,0.0402,129.018,4
6257,Roots Dub,The Legendary Skatalites in Dub,The Skatalites,2002,365110,33,0.571,0.000559,0.571,0.475,0.906,0.185,-10.647,0.212,150.142,4
6258,Natty The Collie Smoker,Weakheart Fadeaway,Ranking Joe,2004,184826,27,0.828,0.177,0.828,0.716,0.0,0.195,-4.365,0.0578,120.898,4
6259,Humankind (Grant Phabao Tuff N'uff Skank Starring The Lone Ranger),Shapes 08:01,Various Artists,2008-06-02,257053,0,0.881,0.0179,0.881,0.527,0.00263,0.118,-6.862,0.11,88.675,4
6260,Doctor In Dub,Sly & Robbie Dub,Sly & Robbie,2006-12-05,219160,26,0.679,0.00275,0.679,0.204,0.841,0.077,-14.91,0.0475,141.594,4
6261,Straight To I Roy's Head,Price Jazzbo Showcase,Various Artists,2010-02-19,209280,24,0.599,0.0419,0.599,0.702,0.0,0.324,-4.689,0.195,147.039,4
6262,No War,Depth Charge,Various Artists,2013-04-23,310045,29,0.76,0.0211,0.76,0.629,0.852,0.485,-8.613,0.118,164.004,4
6263,Blood Donza Dub - Dub,Johnny Clarke At King Tubbys With Dubs Platinum Edition,Johnny Clarke,2012-04-18,220640,26,0.827,0.000228,0.827,0.647,0.701,0.426,-10.608,0.0437,117.788,4
6264,Nova Dub,Alert,Kanka,2006-11-06,335293,42,0.721,0.0243,0.721,0.67,0.917,0.13,-8.164,0.0351,144.013,4
6265,Fade Out,Dub Communication,Kanka,2011-09-26,294653,30,0.719,0.00168,0.719,0.711,0.908,0.0728,-7.028,0.0387,137.022,3
6266,Sensimillia - Pitch Black's Sensi Dub,Rarities & Remixes,Pitch Black,2011-06-14,243226,26,0.69,0.0102,0.69,0.699,0.674,0.113,-8.843,0.0423,149.033,4
6267,100 Lbs of Collie,Reggae Cultural Lane 1,Various Artists,2010-03-02,171066,27,0.756,0.545,0.756,0.607,0.105,0.278,-7.896,0.077,139.247,4
6268,Chapter Three,African Dub All-Mighty Chapter 3,Joe Gibbs & The Professionals,2007-10-23,216973,35,0.74,0.0112,0.74,0.819,0.832,0.319,-6.774,0.0458,120.724,4
6269,Walls Dub,Walls of the City (Earl 16 Meets Manasseh),Earl 16,2013-02-25,191503,29,0.851,0.00382,0.851,0.397,0.856,0.131,-14.858,0.0624,140.006,4
6270,Legalise It,The Dub Express Vol 5 Platinum Edition,Jackie Mittoo,2012-05-30,189333,26,0.891,0.0972,0.891,0.41,0.858,0.0815,-13.282,0.0939,135.802,4
6271,Dub Getter,The Constant: Deluxe Edition,Resonators,2014-03-17,319897,0,0.719,0.00631,0.719,0.464,0.319,0.13,-13.602,0.0501,135.063,4
6272,Armageddon Dub,Up the Tempo - The Dub Collection Vol. 2,Various Artists,2010-03-29,203133,25,0.717,0.0137,0.717,0.447,0.864,0.151,-14.543,0.0933,79.174,4
6273,A Dub Tribulation,Sly & Robbie Meet Bunny Lee At Dub Station,Sly & Robbie,2011-07-21,214517,27,0.869,0.000212,0.869,0.262,0.916,0.0743,-9.166,0.112,135.235,4
6274,Wicked Dub,Up the Tempo - The Dub Collection Vol. 1,Various Artists,2010-03-29,192560,25,0.714,0.0345,0.714,0.283,0.84,0.115,-13.859,0.0869,77.558,1
6275,Chant It Down [Extended],Reggae Anthology: Niney The Observer - Roots With Quality,Various Artists,2009-01-26,310053,28,0.798,0.00693,0.798,0.657,0.0198,0.164,-7.118,0.0383,121.943,4
6276,Faro Dub,Elevator Dubs,Umberto Echo,2013-03-15,315453,0,0.754,0.0202,0.754,0.653,0.77,0.16,-7.505,0.0383,140.037,4
6277,Boggled Minds,Displaced Masters,Dub Syndicate,2017-11-10,257174,28,0.727,0.0482,0.727,0.452,0.586,0.185,-10.547,0.135,146.459,4
6278,Chapter 5,African Dub Chapter 5,Joe Gibbs & The Professionals,2009,245106,25,0.81,0.0813,0.81,0.311,0.656,0.0823,-11.641,0.09,133.171,4
6279,Noah's Ark,Wa-Do-Dem,Eek-A-Mouse,2007,204066,38,0.711,0.297,0.711,0.483,0.0,0.243,-6.986,0.0571,135.449,4
6280,Liars Dub,Inna Marley Stylee,Max Romeo,2016,149812,29,0.659,0.0624,0.659,0.569,0.897,0.401,-7.603,0.0382,79.465,4
6281,Sunset at Dubtown Beach,Dubtown Beach,Zun || Zon,2018-10-01,422898,0,0.878,0.148,0.878,0.424,0.836,0.218,-10.785,0.0529,114.018,4
6282,Unified,Unified Highway,Unified Highway,2016-03-04,174854,40,0.854,0.0701,0.854,0.61,0.617,0.664,-8.046,0.109,142.981,4
6283,Poor Man Style,Reggae Anthology: Sweet Reggae Music (1979-84),Barrington Levy,2012-12-14,199746,37,0.818,0.0109,0.818,0.46,6.06e-06,0.0652,-7.965,0.248,140.617,4
6284,International Farmer,"Jahtarian Dubbers, Vol. 2",Various Artists,2010-03-22,202057,38,0.699,0.073,0.699,0.679,6.41e-06,0.363,-5.925,0.125,142.155,4
6285,Street of Dub,Street of Gold,Cultural Warriors,2020-06-12,216000,26,0.827,0.00021,0.827,0.499,0.836,0.12,-11.326,0.0644,141.132,4
6286,Roots Dub,Roots - EP,The Widdler,2015-12-21,260571,38,0.865,0.035,0.865,0.624,0.69,0.347,-8.511,0.23,139.988,4
6287,Far North Dub,Far North Dubs EP,Ternion Sound,2020-10-23,233142,26,0.847,0.129,0.847,0.522,0.9,0.108,-11.833,0.0558,140.003,4
6288,Kingston Town,Soul Pirate,Alborosie,2008-01-01,192400,62,0.788,0.0381,0.788,0.773,0.0,0.35,-5.272,0.099,73.978,4
6289,Buffalo Soldier,Confrontation,Bob Marley & The Wailers,1983,255840,72,0.929,0.142,0.929,0.463,5.26e-06,0.0634,-8.651,0.308,124.084,4
6290,Ganja Smuggling,Wa-Do-Dem,Eek-A-Mouse,2007,228760,59,0.78,0.128,0.78,0.427,1.76e-05,0.0697,-8.371,0.126,71.665,4
6291,Road To Zion,Welcome to Jamrock,Damian Marley,2005-01-01,317333,65,0.724,0.123,0.724,0.696,0.0,0.106,-6.326,0.201,93.607,4
6292,Johnny B. Goode - 2002 Remaster,Mama Africa,Peter Tosh,1983,244253,63,0.749,0.0299,0.749,0.849,0.000168,0.115,-5.761,0.0544,145.169,4
6293,Rasta Love Feat. Ky-Mani Marley,The Seven Year Itch,Protoje,2010-01-25,185312,60,0.911,0.429,0.911,0.565,0.0,0.0802,-6.209,0.0718,96.012,4
6294,No Cocaine,Escape From Babylon,Alborosie,2010-04-15,254906,54,0.767,0.056,0.767,0.732,4.73e-06,0.0688,-5.008,0.282,75.005,4
6295,Could You Be Loved,Uprising,Bob Marley & The Wailers,1980,237000,77,0.916,0.36,0.916,0.72,0.00016,0.0958,-8.548,0.1,103.312,4
6296,That Day Will Come,Reign Of Fire,Capleton,2004,246453,53,0.672,0.0674,0.672,0.839,0.0,0.114,-5.034,0.114,153.37,4
6297,Legalize It,Legalize It (Legacy Edition),Peter Tosh,1976,279360,59,0.71,0.068,0.71,0.589,4.38e-06,0.176,-11.933,0.167,144.601,4
6298,Rasta Should Be Deeper,Tough Life,Junior Kelly,2005,209813,48,0.746,0.0269,0.746,0.803,0.0,0.332,-5.817,0.0556,72.384,4
6299,Jamming,Exodus,Bob Marley & The Wailers,1977,211000,0,0.941,0.148,0.941,0.473,2.65e-05,0.112,-10.976,0.274,123.673,4
6300,Herbalist,Soul Pirate,Alborosie,2008-01-01,191333,58,0.804,0.0773,0.804,0.607,0.0,0.0993,-6.84,0.37,142.421,4
6301,It's A Pity,Gangsta Blues,Tanya Stephens,2004,254946,49,0.691,0.107,0.691,0.808,0.0,0.0187,-6.871,0.361,139.713,4
6302,Superior,Confidence,Gentleman,2004-02-22,229706,56,0.67,0.35,0.67,0.756,0.0,0.0286,-5.561,0.112,152.348,4
6303,Rub-a-Dub Anthem - Dub Axiom,Out Back,High Tone,2010,299426,46,0.863,0.183,0.863,0.675,0.814,0.733,-6.585,0.0567,137.964,4
6304,Rasta Got Soul,Soul Rasta,Fantan Mojah,2016-01-08,265082,54,0.872,0.2,0.872,0.688,0.0,0.385,-4.024,0.123,96.989,4
6305,Still Blazing,Soul Pirate,Alborosie,2008-01-01,230573,55,0.749,0.0159,0.749,0.704,2.02e-06,0.0886,-5.415,0.269,145.618,4
6306,Red Red Wine,Alle 40 Goed,UB40,2012-01-01,183853,49,0.858,0.00137,0.858,0.396,1.08e-05,0.119,-10.777,0.0515,89.108,4
6307,Youth Dem Cold,In The Streets To Africa,Richie Spice,2007-02-20,225506,53,0.624,0.0262,0.624,0.719,0.0,0.368,-6.034,0.344,82.571,4
6308,Skankin' Sweet,Chronology,Chronixx,2017-07-07,252125,0,0.734,0.0809,0.734,0.668,1.27e-06,0.14,-5.481,0.0802,77.985,4
6309,"Get Up, Stand Up",Burnin' (The Definitive Remasters),The Wailers,2001-01-01,199666,0,0.778,0.259,0.778,0.575,0.0,0.0645,-7.241,0.358,78.142,4
6310,Rest of My Life,Born In Babylon,SOJA,2010-05-05,319240,59,0.796,0.0128,0.796,0.588,0.0,0.099,-7.986,0.041,125.289,4
6311,Brigadier Sabari,Jah Glory - Remastered Edition,Alpha Blondy,1982,284000,54,0.879,0.245,0.879,0.73,3.64e-06,0.287,-6.795,0.163,88.291,4
6312,Dance Inna Babylon,Move!,Mellow Mood,2009-01-21,216426,46,0.844,0.071,0.844,0.748,0.0,0.242,-5.88,0.08,143.977,4
6313,Business of War,Tv Addict / Business of War,Pupajim,2009-07-03,248120,49,0.943,0.0163,0.943,0.237,1.71e-06,0.0727,-15.917,0.106,136.914,4
6314,Human Combustion,Antilogy,Panda Dub,2012-12-01,267337,0,0.911,0.0136,0.911,0.444,0.0723,0.102,-11.545,0.0724,131.971,4
6315,Jamaican Boy,Jamaican Boy,Bost,2008-07-10,300930,0,0.761,0.0275,0.761,0.863,8.63e-06,0.322,-3.477,0.0554,114.968,4
6316,Hits from the Bong,"Mixtape, Vol. 1",Dub Silence,2014-09-01,235102,39,0.913,0.212,0.913,0.261,0.0,0.0768,-16.584,0.0664,89.986,4
6317,Take Five,King Tubby,King Tubby,2011-08-23,218693,45,0.718,0.513,0.718,0.341,0.943,0.126,-10.771,0.106,159.054,4
6318,The Russians Are Coming,Val Bennet EP,Val Bennet,2011-04-18,213826,31,0.798,0.00744,0.798,0.453,0.58,0.0934,-6.769,0.0514,80.575,4
6319,History,The Trojan: Roots Collection,Various Artists,2009-02-23,483133,23,0.841,0.0265,0.841,0.594,0.000355,0.358,-7.615,0.0483,123.66,4
6320,New Heights,New Heights,Ky-Mani Marley,2011-03-01,180024,54,0.803,0.505,0.803,0.47,0.0,0.0887,-9.098,0.345,88.065,4
6321,Sweat (A La La La La Long),Blazzin' Fire,Inner Circle,2010-12-14,227067,72,0.787,0.0124,0.787,0.728,0.0,0.157,-7.705,0.218,173.026,4
6322,World A Reggae Music,Black Star,Anthony B,2005,224840,53,0.831,0.0392,0.831,0.587,0.0,0.164,-6.997,0.354,83.154,4
6323,Three Little Birds,Exodus,Bob Marley & The Wailers,1977-01-01,180266,2,0.807,0.0102,0.807,0.487,1.98e-06,0.0501,-10.456,0.0758,148.491,4
6324,Murderer,"Original Ragga Muffin, Pt.1",Barrington Levy,2015-11-13,233160,48,0.866,0.0785,0.866,0.548,0.272,0.0794,-10.064,0.261,142.752,4
6325,Here Comes Trouble,Dread & Terrible,Chronixx,2014-04-01,234586,61,0.758,0.156,0.758,0.786,0.0,0.0658,-4.897,0.108,83.495,4
6326,Hustler,Radio,Ky-Mani Marley,2007-09-25,233533,53,0.788,0.0515,0.788,0.762,0.0,0.274,-4.911,0.193,90.956,4
6327,Smoke Marijuana,Overstanding,Sizzla,2006-11-21,243306,20,0.646,0.197,0.646,0.738,0.0,0.336,-5.827,0.213,68.816,4
6328,Break Us Apart,Revelation Part 1: The Root Of Life,Stephen Marley,2011-01-01,225333,56,0.864,0.0273,0.864,0.596,0.0,0.181,-5.603,0.251,122.139,4
6329,Mount Zion Medley,Know Your Past,Morgan Heritage,2002,356493,0,0.646,0.132,0.646,0.463,0.0,0.146,-11.43,0.298,138.049,4
6330,Sinsemilla,Sinsemilla,Black Uhuru,1980,309880,0,0.852,0.0243,0.852,0.567,0.056,0.098,-10.894,0.0918,131.219,4
6331,Bush Doctor,The Toughest,Peter Tosh,1988-03-14,244960,47,0.757,0.0315,0.757,0.489,6.26e-05,0.103,-9.672,0.0628,136.435,4
6332,Rastafari Anthem,Soul Pirate,Alborosie,2008-01-01,206733,47,0.758,0.0353,0.758,0.643,0.0,0.134,-6.107,0.392,76.757,4
6333,Rock Stone,"Revelation Pt. II: ""The Fruit of Life""",Stephen Marley,2016-07-22,277653,57,0.77,0.23,0.77,0.787,0.000199,0.198,-5.489,0.278,82.029,4
6334,Inna Jamaica,Twinz,Mellow Mood,2014-06-03,281497,45,0.817,0.317,0.817,0.795,0.0,0.184,-5.208,0.255,77.989,4
6335,Welcome To Jamrock,All Night Hit Pack,Damian Marley,2007-01-01,213386,27,0.826,0.0218,0.826,0.704,0.0,0.292,-5.432,0.322,76.635,4
6336,Don't Try To Dub,Horace Andy Showcase Platinum Edition,Horace Andy,2012-04-24,192160,23,0.743,0.00252,0.743,0.492,0.0202,0.107,-6.963,0.049,131.902,4
6337,Blessed Ithiopia,Thundering Mantis,Dub Dynasty,2014-09-29,219857,0,0.723,0.0201,0.723,0.708,0.0002,0.529,-7.916,0.0642,139.972,4
6338,Black Rose,Thundering Mantis,Dub Dynasty,2014-09-29,173538,0,0.86,0.000914,0.86,0.827,0.0981,0.116,-8.29,0.0669,130.0,4
6339,Shankara,Shapes & Shadows,Panda Dub,2017-03-01,402696,0,0.742,0.0461,0.742,0.817,0.475,0.132,-6.224,0.0285,124.986,4
6340,Bongo Dub,Antilogy,Panda Dub,2012-12-01,332725,0,0.885,0.0305,0.885,0.61,0.574,0.0814,-11.687,0.0341,129.994,4
6341,I'm in the Mood (feat. Joe Pilgrim & Shantifa),Antilogy,Panda Dub,2012-12-01,265247,0,0.85,0.0266,0.85,0.484,0.00747,0.0924,-8.761,0.0464,138.982,4
6342,Crazy World,Psychotic Symphony,Panda Dub,2013-01-02,216563,0,0.798,0.0656,0.798,0.575,0.000836,0.0988,-8.484,0.0564,119.997,4
6343,L'arbre De Vie,Antilogy,Panda Dub,2012-12-01,309076,0,0.715,0.00263,0.715,0.783,0.654,0.059,-10.551,0.0457,144.018,4
6344,Sub Attack,Antilogy,Panda Dub,2012-12-01,298610,0,0.818,0.0149,0.818,0.49,0.341,0.0425,-11.309,0.0552,127.993,4
6345,Brain Burst,Antilogy,Panda Dub,2012-12-01,349758,0,0.705,0.00113,0.705,0.474,0.64,0.0906,-11.289,0.0331,140.018,4
6346,Visions of Dub,Antilogy,Panda Dub,2012-12-01,359828,0,0.831,0.042,0.831,0.495,0.838,0.312,-11.318,0.0505,135.009,4
6347,Dreader Than Dread,Foundations,The Architect,2013-06-17,184218,0,0.759,0.0809,0.759,0.668,0.0,0.586,-6.31,0.228,95.113,4
6348,Love Is My Religion,Love Is My Religion,Ziggy Marley,2006,223653,45,0.827,0.199,0.827,0.708,0.0,0.358,-6.965,0.0512,95.55,4
6349,Hills And Valleys,Inna Heights,Buju Banton,1997,273040,55,0.687,0.477,0.687,0.544,0.0,0.0937,-8.642,0.162,72.082,4
6350,Who Knows,Ancient Future,Protoje,2015-09-04,208466,28,0.683,0.0909,0.683,0.724,0.0,0.339,-4.436,0.0988,80.932,4
6351,Wanted Dread and Alive - 2002 Remaster,Wanted Dread And Alive,Peter Tosh,2002-07-08,268213,56,0.795,0.381,0.795,0.731,0.00163,0.0548,-6.056,0.0529,96.161,4
6352,Call Pon Dem,Inna Di Road,Chezidek,2007,204133,0,0.616,0.345,0.616,0.734,0.0,0.301,-5.348,0.259,87.835,4
6353,Marijuana,Life,Sizzla,2004,240760,41,0.716,0.0879,0.716,0.58,0.0,0.0919,-7.906,0.281,89.204,4
6354,The Voices Of Sweet Jamaica - All Star Remix,The Voices Of Sweet Jamaica,Shaggy,2012-08-20,246363,52,0.669,0.034,0.669,0.71,0.0,0.144,-3.644,0.134,174.052,4
6355,Black Roses,"Original Ragga Muffin, Pt. 1",Barrington Levy,2011-05-05,187611,0,0.801,0.0549,0.801,0.516,0.0083,0.126,-7.022,0.0815,84.793,4
